bookID,average_rating,ratings_count,summary
1522,3.92,8121,"Aeschylus (ca. 525-456 BCE), author of the first tragedies existing in European literature, was an Athenian born at Eleusis. He served at Marathon against Darius in 490, and again during Xerxes' invasion, 480-479. Between 478 and 467 he visited Sicily, there composing by request ""Women of Aetna."" At Athens he competed in production of plays more than twenty times, and was rewarded on at least thirteen occasions, becoming dominant between 500 and 458 through the splendour of his language and his dramatic conceptions and technique.Of his total of 80-90 plays seven survive complete. The ""Persians"" (472), the only surviving Greek historical drama, presents the failure of Xerxes to conquer Greece. ""Seven against Thebes"" (467) was the second play of its trilogy of related plays on the evil fate of the Theban House. Polyneices tries to regain Thebes from his brother Eteocles; both are killed. In ""Suppliant Maidens,"" the first in a trilogy, the daughters of Danaus arrive with him at Argos, whose King and people save them from the wooing of the sons of their uncle Aegyptus. In ""Prometheus Bound,"" first or second play of its trilogy about Prometheus, he is nailed to a crag, by order of Zeus, for stealing fire from heaven for men. Defiant after visitors' sympathy and despite advice, he descends in lightning and thunder to Hell. The Oresteia (458), on the House of Atreus, is the only Greek trilogy surviving complete. In ""Agamemnon,"" the King returns from Troy, and is murdered by his wife Clytaemnestra. In ""Libation-Bearers,"" Orestes with his sister avenges their father Agamemnon's death by counter-murder. In ""Eumenides,"" Orestes, harassed by avenging Furies, is arraigned by them at Athens for matricide. Tried by a court set up by Athena, he is absolved, but the Furies are pacified.We publish in Volume I four plays; and in Volume II the Oresteia and some fragments of lost plays."
1551,4.14,5932,"Sophocles' greatest plays reissued in the new Classical Greek Dramatists series. Introduced by series editor J Michael WaltonIncludes the surviving complete plays: Ajax which plots the downfall of Odysseus's greatest Trojan enemy - who slaughters a whole herd of cattle before killing himself; Women of Trachis in which the seemingly docile Deianira prepares a lethal homecoming for her womanising husband Heracles; in Electra the son and daughter of the ill-starred Agamemnon plan their revenge on their usurping stepfather and mother and finally Philoctetes in which Sophocles brilliantly explores the themes of pain, love and the betrayal of trust."
1594,4.5,6,"From being viewed as an activity performed in practical and political contexts, wisdom in fourth-century BC Athens came to be conceived in terms of theoria, or the wise man as a spectator of truth. This book examines how philosophers of the period articulated the new conception of knowledge and how cultural conditions influenced this development. It provides an interdisciplinary study of the attempts to conceptualize theoretical activity during a foundational period in the history of Western philosophy."
1710,4.08,256595,
1723,3.81,5304,. . . Humphries has rendered (Ovid's) love poetry with conspicuous success into English which is neither obtrusively colloquial nor awkwardly antique. --Virginia Quarterly Review
1734,4.11,9,"In this collection of twelve of his essays, distinguished Virgil scholar Michael Putnam examines the Aeneid from several different interpretive angles. He identifies the themes that permeate the epic, provides detailed interpretations of its individual books, and analyzes the poem's influence on later writers, including Ovid, Lucan, Seneca, and Dante. In addition, a major essay on wrathful Aeneas and the tactics of Pietas is published here for the first time. Putnam first surveys the intellectual development that shaped Virgil's poetry. He then examines several of the poem's recurrent dichotomies and metaphors, including idealism and realism, the line and the circle, and piety and fury. In succeeding chapters, he examines in detail the meaning of particular books of the Aeneid and argues that a close reading of the end of the epic is crucial for understanding the poem as a whole and Virgil's goals in composing it."
1743,4.0,1,"This book by one of the preeminent Virgil scholars of our day is the first comprehensive study of ekphrasis in Virgil’s final masterpiece, the Aeneid. Virgil uses ekphrasis—a self-contained aside that generates a pause in the narrative to describe a work of art or other object—to tell us something about the grander text in which it is embedded, says Michael C. J. Putnam. Individually and as a group, Virgil’s ekphrases enrich the reader’s understanding of the meaning of the epic. Putnam shows how the descriptions of works of art, and of people, places, and even animals, provide metaphors for the entire poem and reinforce its powerful ambiguities.Putnam offers insightful analyses of the most extensive and famous ekphrases in the Aeneid—the paintings in Juno’s temples in Carthage, the Daedalus frieze, and the shield of Aeneas. He also considers shorter and less well known examples—the stories of Ganymede, the Trojan shepherd swept into the sky by an amorous Jupiter; the fifty daughters of Danaus, ordered by their father to kill their husbands on their wedding night; and Virgil’s original tale of a domesticated wild stag whose killing sparks a war between Trojans and Italians. These ekphrases incorporate major themes of the Aeneid, an enduring formative text of the Western tradition, and provide a rich variety of interpretive perspectives on the poem. "
1790,5.0,2,
1824,3.62,16341,"From the bestselling author of The Psychopath Test: A Journey Through the Madness Industry and So You've Been Publicly Shamed.In 1979 a secret unit was established by the most gifted minds within the U.S. Army. Defying all known accepted military practice -- and indeed, the laws of physics -- they believed that a soldier could adopt a cloak of invisibility, pass cleanly through walls, and, perhaps most chillingly, kill goats just by staring at them. Entrusted with defending America from all known adversaries, they were the First Earth Battalion. And they really weren't joking. What's more, they're back and fighting the War on Terror. With firsthand access to the leading players in the story, Ronson traces the evolution of these bizarre activities over the past three decades and shows how they are alive today within the U.S. Department of Homeland Security and in postwar Iraq. Why are they blasting Iraqi prisoners of war with the theme tune to Barney the Purple Dinosaur? Why have 100 debleated goats been secretly placed inside the Special Forces Command Center at Fort Bragg, North Carolina? How was the U.S. military associated with the mysterious mass suicide of a strange cult from San Diego? The Men Who Stare at Goats answers these and many more questions."
1886,4.27,3369053,"Alternate-cover edition can be found here Since its immediate success in 1813, Pride and Prejudice has remained one of the most popular novels in the English language. Jane Austen called this brilliant work ""her own darling child"" and its vivacious heroine, Elizabeth Bennet, ""as delightful a creature as ever appeared in print."" The romantic clash between the opinionated Elizabeth and her proud beau, Mr. Darcy, is a splendid performance of civilized sparring. And Jane Austen's radiant wit sparkles as her characters dance a delicate quadrille of flirtation and intrigue, making this book the most superb comedy of manners of Regency England."
1889,4.27,3369053,"""VANITY, NOT LOVE, HAS BEEN MY FOLLY."" Jane Austen's Pride and Prejudice is a classic tale of love and values that unfolds in the class-conscious England of the late eighteenth century. The five Bennet sisters—including strong-willed Elizabeth and young Lydia—have all been raised by their mother to have one purpose in life: finding a husband. When a wealthy bachelor takes up residence in a nearby mansion, the Bennets are abuzz. Among the man's sophisticated circle of friends, surely there will be no shortage of suitors for the Bennet sisters. But when Elizabeth meets up with the handsome and—it would seem—snobbish Mr. Darcy, the battle of the sexes is joined. Source: back cover"
1896,3.73,342,"Co-produced by the author of the best-seller, Into Thin Air, a full-color, pictorial survey of the land and people of Iceland chronicles the authors' adventures as newcomers to the country."
1913,3.85,52,"
Globalization is the greatest reorganization of the world since the Industrial Revolution, and is threatening to hollow out America's middle class.
  _______________________________________ Millions of Americans are preoccupied with the outsourcing of American jobs and the threat of global economic competition. From boardrooms to classrooms to kitchen tables and water coolers, globalization has become a hot topic of discussion and debate everywhere --including a best-selling book by a famous journalist. However, Thomas Friedman's runaway bestseller, The World is Flat, is  dangerous. Friedman makes ""arguments by assertion,"" assertions based not on documented facts, but on stories from friends and elite CEOs he visits --not even one footnote reference. Yet his book influences business and government leaders around the globe. By what it leaves out, it does nothing more than misinform the American people and our leaders.  Aronica and Ramdoo show that the world isn't flat; it's tilted in favor of unfettered global corporations that exploit cheap labor in China, India and beyond. This concise monograph brings clarity to many of Friedman's misconceptions, and explores nine key issues that Friedman largely ignores, including the hollowing out of America's debt-ridden middle class. To create a fair and balanced exploration of globalization, the authors cite the work of experts that Friedman fails to incorporate, including Nobel laureate and former Chief Economist at the World Bank, Dr. Joseph Stiglitz. Refreshingly, you can now gain new insights into globalization without weeding through Friedman's almost 600 pages of ill-informed, grandiloquent prose and bafflegab."
1924,4.58,559,
1932,3.2,5,
1944,3.71,278,"Tomboy Jo March would rather die than spend time with wealthy, proper Aunt March. She’d much rather race against the boys at school or star in all the swashbuckling plays she writes. But when Aunt March offers to adopt one of the March sisters to help ease the family money problems, Jo decides to make the ultimate sacrifice. She’ll tear herself away from her beloved sisters and parents–if it means they’ll have a better life. She’s determined to become the perfect lady. Now Jo has to convince her family that she’s sincere about her decision by taking on a role that may be too difficult to act."
2015,3.43,1858,"A New World in EmbryoPublic Law 10927 was clear and direct. Parents were permitted to watch the genetic alterations of their gametes by skilled surgeons . . . only no one ever requested it.When Lizbeth and Harvey Durant decided to invoke the Law; when Dr. Potter did not rearrange the most unusual genetic structure of their future son, barely an embryo growing in the State's special vat-the consequences of these decisions threatened to be catastrophic.For never before had anyone dared defy the Rulers' decrees . . . and if They found out, it was well known that the price of disobedience was the extermination of the human race . . ."
2051,4.14,5639,Contains Chandler's essay on the art of detective stories and a collection of 8 classic Chandler mysteries.
2071,3.82,2694,"Can there be freedom and free will in a deterministic world? Renowned philosopher Daniel Dennett emphatically answers ""yes!"" Using an array of provocative formulations, Dennett sets out to show how we alone among the animals have evolved minds that give us free will and morality. Weaving a richly detailed narrative, Dennett explains in a series of strikingly original arguments—drawing upon evolutionary biology, cognitive neuroscience, economics, and philosophy—that far from being an enemy of traditional explorations of freedom, morality, and meaning, the evolutionary perspective can be an indispensable ally. In Freedom Evolves, Dennett seeks to place ethics on the foundation it deserves: a realistic, naturalistic, potentially unified vision of our place in nature."
2074,3.82,1832,"Combining ideas from philosophy, artificial intelligence, and neurobiology, Daniel Dennett leads the reader on a fascinating journey of inquiry, exploring such intriguing possibilities as: Can any of us really know what is going on in someone else's mind? What distinguishes the human mind from the minds of animals, especially those capable of complex behavior? If such animals, for instance, were magically given the power of language, would their communities evolve an intelligence as subtly discriminating as ours? Will robots, once they have been endowed with sensory systems like those that provide us with experience, ever exhibit the particular traits long thought to distinguish the human mind, including the ability to think about thinking? Dennett addresses these questions from an evolutionary perspective. Beginning with the macromolecules of DNA and RNA, the author shows how, step-by-step, animal life moved from the simple ability to respond to frequently recurring environmental conditions to much more powerful ways of beating the odds, ways of using patterns of past experience to predict the future in never-before-encountered situations. Whether talking about robots whose video-camera ”eyes” give us the powerful illusion that ”there is somebody in there” or asking us to consider whether spiders are just tiny robots mindlessly spinning their webs of elegant design, Dennett is a master at finding and posing questions sure to stimulate and even disturb."
2153,4.57,30779,
2162,3.86,33841,"s/t: La cara oculta del imperialismo americanoEn este fascinante testimonio, John Perkins relata su particular trayectoria personal, de servidor obediente del Imperio a defensor apasionado de los derechos de los oprimidos. Discretamente seleccionado por la Agencia Nacional de Seguridad estadounidense y puesto en la nómina de una firma internacional de consultoría, estuvo en Indonesia, Panamá, Ecuador, Colombia, Arabia Saudí, Irán y otros países estratégicamente importantes del planeta. Su misión consistió en fomentar medidas políticas favorables a los intereses de lo que el autor llama la corporatocracia  estadounidense (la alianza entre la administración, la banca y las corporaciones). En apariencia se trataba de remediar la pobreza, pero en la práctica esas políticas alienaban a los países y acabaron conduciendo al 11-S y al aumento del odio contra los EE.UU. Confesiones de un gángster económico , el libro que muchos han tratado de impedir, expone los aspectos menos conocidos del sistema que promueve la globalización y conduce a la pauperización de millones de seres humanos. John Perkins se dedica actualmente a escribir y enseñar cómo alcanzar la paz y la prosperidad mediante una mayor concienciación personal y la transformación de las instituciones. Fue fundador de una compañía energética alternativa que ha conseguido transformar el sector eléctrico de Estados Unidos. Antes, entre 1971 y 1981, trabajó para la consultora internacional Chas. T. Main, donde ejerció los cargos de economista jefe y director de planificación económica y regional. '"
2176,3.65,13324,"
Winner of the Man Booker Prize for Fiction 2011
Flaubert's Parrot deals with Flaubert, parrots, bears and railways; with our sense of the past and our sense of abroad; with France and England, life and art, sex and death, George Sand and Louise Colet, aesthetics and redcurrant jam; and with its enigmatic narrator, a retired English doctor, whose life and secrets are slowly revealed.A compelling weave of fiction and imaginatively ordered fact, Flaubert's Parrot is by turns moving and entertaining, witty and scholarly, and a tour de force of seductive originality"
2195,3.65,69,"A ""fresh, funny first novel"" ""(San Francisco Chronicle),"" ""Looking For Mo"" has garnered rave reviews from critics and readers alike, echoing the success of Daniel Duane's previous book, ""Caught Inside."" This time Duane combines the thrill of adventure writing ""a la"" Jon Krakauer with a sly satire of pop culture comparable to Douglas Coupland's ""Generation X,"" and folds them into a wry and memorable story of one man's search for truth on the sheer rock face of Yosemite's El Capitan. Raymond Connelly, a San Francisco would-be writer, is still living uneasily with his failure to climb ""The Captain"" with his childhood friend and alter ego, Mo Lehrman. As he circumnavigates his way through life on the edges of West Coast counterculture, trying to live like Mo's stories, which are more real than life itself, Ray lifts the best of those tales for his own book. But when he is accused of plagiarism, Ray suffers an attack of conscience, and sets off in search of Mo -- to explain, and to make good by finishing their shared climb.From the San Francisco performance-art world to a psychedelic vision at a Grateful Dead show, Ray's quest for self-discovery is both hilarious and emotionally fraught, climaxing in two men's true-to-life climb up the sheer slope of ""The Captain."" ""Looking For Mo"" is a moving, resonant exploration of the tenuous foundations of friendship and an investigation of the explosive power of storytelling."
2236,3.63,332,"Mahatma Gandhi is one of the least understood figures of all time -- even among his admirers. In this Annual Gandhi Lecture for the International Association of Gandhian Studies, Mark Shepard tackles some persistently wrong-headed views of Gandhi, offering us a more accurate picture of the man and his nonviolence./////////////////////////////////////////////////Mark Shepard is the author of ""Mahatma Gandhi and His Myths,"" ""The Community of the Ark,"" and ""Gandhi Today,"" called by the American Library Association's Booklist ""a masterpiece of committed reporting."" His writings on social alternatives have appeared in over 30 publications in the United States, Canada, England, Norway, Germany, the Netherlands, Switzerland, Japan, and India./////////////////////////////////////////////////""A model of Gandhian journalism. . . . [Shepard] has put his finger on seemingly all of the popular (and some less common) misconceptions of both Gandhi and his philosophy, including some particularly important ones. . . . This book takes little space to cover its topic concisely and well. It would be [some] of the most valuable pages many people could read about Gandhi."" -- Global Conscience, July-Sept. 1990/////////////////////////////////////////////////SAMPLEI suspect that most of the myths and misconceptions surrounding Gandhi have to do with nonviolence. For instance, it's surprising how many people still have the idea that nonviolent action is passive.It's important for us to be clear about this: There is nothing passive about Gandhian nonviolent action.I'm afraid Gandhi himself helped create this confusion by referring to his method at first as ""passive resistance,"" because it was in some ways like techniques bearing that label. But he soon changed his mind and rejected the term.Gandhi's nonviolent action was not an evasive strategy nor a defensive one. Gandhi was always on the offensive. He believed in confronting his opponents aggressively, in such a way that they could not avoid dealing with him.But wasn't Gandhi's nonviolent action designed to avoid violence? Yes and no. Gandhi steadfastly avoided violence toward his opponents. He did not avoid violence toward himself or his followers.Gandhi said that the nonviolent activist, like any soldier, had to be ready to die for the cause. And in fact, during India's struggle for independence, hundreds of Indians were killed by the British.The difference was that the nonviolent activist, while willing to die, was never willing to kill.Gandhi pointed out three possible responses to oppression and injustice. One he described as the coward's way: to accept the wrong or run away from it. The second option was to stand and fight by force of arms. Gandhi said this was better than acceptance or running away.But the third way, he said, was best of all and required the most courage: to stand and fight solely by nonviolent means."
2243,0.0,0,"Finding Yourself in India is a guide for those who are on a journey to find themselves, for those who intend to travel in the hope of discovery. This book contains an exhaustive list of: Ashrams; Pilgrimages; Volunteer work; Cycling/motorbiking/river rafting routes; Mountaineering & skiing venues; plus; Courses of study: Indian dance, music, art, language, ayurvedic medicine, yoga, Buddhism, Vipassana meditation... and more!"
2288,3.48,3785,"Although Truman Capote's last novel was unfinished at the time of his death, its surviving portions offer a devastating group portrait of the high and low society of his time.As it follows the career of a writer of uncertain parentage and omnivorous erotic tastes, Answered Prayers careens from a louche bar in Tangiers to a banquette at La Côte Basque, from literary salons to high-priced whorehouses. It takes in calculating beauties and sadistic husbands along with such real-life supporting characters as Colette, the Duchess of Windsor, Montgomery Clift, and Tallulah Bankhead. Above all, this malevolently funny book displays Capote at his most relentlessly observant and murderously witty."
2325,3.22,60,"The Bible is funny! Very funny, according to Douglas Adams. In this book, Adams demonstrates how readers can discover this often-neglected humor looking at the Bible as a whole and seeing biblical stories with all their rough edges--the unethical and ambiguous characters, the unsolved problems, and the surprising endings. Adams argues that by missing the humor and irony of the Bible, readers often miss intended meanings as well."
2338,3.82,3303,"Billy O'Shannessy, once a prominent barrister, is now on the street where he sleeps on a bench outside the State Library. Above him on the window sill rests a bronze statue of Matthew Flinders' cat, Trim. Ryan is a ten-year-old, a near street kid heading for all the usual trouble. The two meet and form an unlikely friendship. Appealing to the boy's imagination by telling him the story of the circumnavigation of Australia as seen through Trim's eyes, Billy is drawn deeply into Ryan's life and into the Sydney underworld. Over several months the two begin the mutual process of rehabilitation. Matthew Flinders' Cat is a modern-day story of a city, its crime, the plight of the homeless and the politics of greed and perversion. It is also a story of the human heart, with an enchanting glimpse into our past from the viewpoint of a famous cat."
2376,3.67,3,
2420,4.6,5,"""Melville's audacious epic Moby-Dick has at last found an illustrator equal to its mercurial text. While filling our eyes with archetypal visions of whales, ships, and ocean deeps, Robert Del Tredici also dazzles us with the shimmering pyrotechnics of narrator Ishmael's mind. His large-format color silkscreens and pen-and-ink illustrations let us see Melville's masterpiece as if for the first time. This postmodern take on the great American novel boldy returns readers to the book's roots as a transcendental vision of man and nature."" ""Floodgates of Wonderworld includes incisive commentaries by noted Melville scholars Elizabeth Schultz, Robert Wallace, and Jill Gidmark. They discuss the influence of Del Tredici's images on students and scholars; the relationship of his work to other Moby-Dick illustrators; and the technical and aesthetic aspects of the silkscreen process."" In celebration of the 150th anniversary of the publication of Moby-Dick, this remarkable body of work is sure to impress the literary and artistic communities with its stunning vision of this great American novel."
2425,3.98,6216,"Sharp defense attorney Paul Madriani was on the rise with the firm of Potter, Skarpellos -- until a short-lived affair with Potter's wife cost him his job. Now, Potter's wife is accused of his murder -- and Paul is thrust back into the big time, as he uncovers secrets that may end his career -- and his life."
2456,4.15,13,"This volume contains the text of eight poems by the third-century BC Greek poet Theocritus, together with an introduction and extensive commentary. This is the first full-scale commentary on the work of Theocritus since Gow's edition of 1950, and is the first to exploit the recent revolution in the study of Hellenistic and Roman poetry. It offers new readings of all the poems, which show both how Theocritus differs from subsequent pastoral poetry, and how his poems, through their influence on Virgil, established the Western pastoral tradition."
2462,5.0,1,
2475,5.0,2,The subjects Wolf addressed have dominated Homeric scholarship for almost two centuries. Especially important were his analyses of the history of writing and of the nature of Alexandrian scholarship and his consideration of the composition of the Homeric poems--which set the terms for the analyst/unitarian controversy. His exploration of the history of the transmission of the text in antiquity opened a new field of research and transformed conceptions of the relations of ancient and modern culture.Originally published in 1986.The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These editions preserve the original texts of these important books while presenting them in durable paperback and hardcover editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905.
2495,3.9,455134,"The Time Traveller, a dreamer obsessed with traveling through time, builds himself a time machine and, much to his surprise, travels over 800,000 years into the future. He lands in the year 802701: the world has been transformed by a society living in apparent harmony and bliss, but as the Traveler stays in the future he discovers a hidden barbaric and depraved subterranean class. Wells's transparent commentary on the capitalist society was an instant bestseller and launched the time-travel genre. The Time Machine inspired the international bestseller The Map of Time by Félix J. Palma. As a gift to our readers, we are including the first three chapters of The Map of Time in this ebook edition.  "
2505,4.24,98,"Here, in an attractive gift box, are unabridged editions of the five most popular science-fiction novels of H. G. Wells: The First Men in the Moon, The Invisible Man, The Time Machine, The Island of Dr. Moreau,and The War of the Worlds. Five remarkably prescient works by the ""father"" of modern science fiction include The First Men in the Moon, a 1901 novel about lunar life; The Invisible Man, the story of a scientist whose experiments take a terrifying turn; The Time Machine, a journey into the future; The Island of Dr. Moreau, the exploits of a mad surgeon; and The War of the Worlds, a grippingly realistic tale of hostile invaders from Mars."
2528,3.9,18130,"Senhor José is a low-grade clerk in the city's Central Registry, where the living and the dead share the same shelf space. A middle-aged bachelor, he has no interest in anything beyond the certificates of birth, marriage, divorce, and death, that are his daily routine. But one day, when he comes across the records of an anonymous young woman, something happens to him. Obsessed, Senhor José sets off to follow the thread that may lead him to the woman-but as he gets closer, he discovers more about her, and about himself, than he would ever have wished.The loneliness of people's lives, the effects of chance, the discovery of love-all coalesce in this extraordinary novel that displays the power and art of José Saramago in brilliant form."
2544,4.05,8642,
2549,3.99,4762,"Contains 56 parables, stories, and poems in Gibran's wholly inimitable manner. Illustrated with 4 of his own paintings and drawings, it is the most important edition to the canon of this great writer."
2575,3.81,29204,"The New York Times bestseller that introduced the business world to a future that s already here -- now in paperback with a new chapter about Long Tail Marketing and a new epilogue.Winner of the Gerald Loeb Award for Best Business Book of the Year.In the most important business book since The Tipping Point, Chris Anderson shows how the future of commerce and culture isn t in hits, the high-volume head of a traditional demand curve, but in what used to be regarded as misses -- the endlessly long tail of that same curve."
2613,3.91,6187,"The book that sparked a marketing revolution. ""This is a subversive book. It says that the marketer is not--and ought not to be--at the center of successful marketing. The customer should be. Are you ready for that?"" --From the Foreword by Malcolm Gladwell, author of The Tipping Point.Counter to traditional marketing wisdom, which tries to count, measure, and manipulate the spread of information, Seth Godin argues that the information can spread most effectively from customer to customer, rather than from business to customer. Godin calls this powerful customer-to-customer dialogue the ideavirus, and cheerfully eggs marketers on to create an environment where their ideas can replicate and spread. In lively detail, Godin looks at the ways companies such as PayPal, Hotmail, GeoCities, even Volkswagen have successfully launched ideaviruses. He offers a ""recipe"" for creating your own ideavirus, identifies the key factors in the successful spread of an ideavirus (powerful sneezers, hives, a clear vector, a smooth, friction-free transmission), and shows how any business, large or small, can use ideavirus marketing to succeed in a world that just doesn't want to hear it anymore from the traditional marketers."
2621,3.78,701673,"In this unflaggingly suspenseful story of aspirations and moral redemption, humble, orphaned Pip, a ward of his short-tempered older sister and her husband, Joe, is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman. And, indeed, it seems as though that dream is destined to come to pass — because one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In telling Pip's story, Dickens traces a boy's path from a hardscrabble rural life to the teeming streets of 19th-century London, unfolding a gripping tale of crime and guilt, revenge and reward, and love and loss. Its compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride.Written in the last decade of Dickens' life, Great Expectations was praised widely and universally admired. It was his last great novel, and many critics believe it to be his finest. Readers and critics alike praised it for its masterful plot, which rises above the melodrama of some of his earlier works, and for its three-dimensional, psychologically realistic characters — characters much deeper and more interesting than the one-note caricatures of earlier novels. ""In none of his other works,"" wrote the reviewer in the 1861 Atlantic, ""does he evince a shrewder insight into real life, and a cheaper perception and knowledge of what is called the world."" To Swinburne, the novel was unparalleled in all of English fiction, with defects ""as nearly imperceptible as spots on the sun or shadows on a sunlit sea."" Shaw found it Dickens' ""most completely perfect book."" Now this inexpensive edition invites modern readers to savor this timeless masterpiece, teeming with colorful characters, unexpected plot twists, and Dickens' vivid rendering of the vast tapestry of mid-Victorian England."
2664,3.33,1876,"In Hooking Up, Tom Wolfe ranges from coast to coast observing 'the lurid carnival actually taking place in the mightiest country on earth in the year 2000.' From teenage sexual manners and mores to fundamental changes in the way human beings now regard themselves thanks to the hot new fields of genetics and neuroscience; from his legendary profile of William Shawn, editor of The New Yorker (first published in 1965), to a remarkable portrait of Bob Noyce, the man who invented Silicon Valley, Tom Wolfe the master of reportage and satire returns in vintage form."
2668,3.49,164,"Wolfe brings his chronicle forward through the Seventies and into the Eighties, exploring the shifting moral terrain of America. The drawings provide a retrospective of Wolfe's twenty-three years as a graphic artist."
2734,4.27,33,"Drawing from his experience as a therapist, counselor, and teacher, Stephen Paul has composed this collection of inspirational aphorisms for mediation and renewal. These practical yet lyrical statements offer challenging insights for people embarking on a path of personal growth and change. Each page provides a powerful source of mediation for self-realization and liberation. Beautiful abstract paintings by the internationally acclaimed artist Gary Max Collins accompany each thoughtful maxim, serving as a focus for individual contemplation."
2739,3.91,6846,"2002 Gold Medallion Award winner! Sensible advice and caring encouragement on raising boys from the nation's most trusted parenting expert, Dr.James Dobson. With so much confusion about the role of men in our society, it's no wonder so many parents and teachers are at a loss about how to bring up boys. Our culture has vilified masculinity and, as a result, boys are suffering. Parents, teachers, and others involved in shaping the character of boys have lots of questions. In ""Bringing Up Boys, "" Dr. Dobson tackles these questions and offers advice and encouragement based on a firm foundation of biblical principles."
2761,4.14,9600,"Winner of the Pulitzer prize in 1974 and the culmination of a life's work, The Denial of Death is Ernest Becker's brilliant and impassioned answer to the ""why"" of human existence. In bold contrast to the predominant Freudian school of thought, Becker tackles the problem of the vital lie -- man's refusal to acknowledge his own mortality. In doing so, he sheds new light on the nature of humanity and issues a call to life and its living that still resonates more than twenty years after its writing."
2766,3.0,2,"Becker's hypothesis about psychic and spiritual unity within the Rankian idea of a hero provides the framework for this book. By extending Rank's and Becker's conceptions of heroism from a developmental process involving a -World Hero Child, - through a Monomythic narrative sequence (Campbell, 1968), and on into the literary texts of American fiction, this book illustrates Becker's wisdom. At the same time, it explores the implications that remain undeveloped in Becker's ""The Denial of Death,"" implications about gender, about modern technocratic life and about popular culture as blocks to heroism. The result is a synthesis of mythic-textual-psychoanalytical theory into a belief system that is perpetuated by resonant readings."""
2802,4.1,7518,"E=mc². Just about everyone has at least heard of Albert Einstein's formulation of 1905, which came into the world as something of an afterthought. But far fewer can explain his insightful linkage of energy to mass. David Bodanis offers an easily grasped gloss on the equation. Mass, he writes, ""is simply the ultimate type of condensed or concentrated energy,"" whereas energy ""is what billows out as an alternate form of mass under the right circumstances."" Just what those circumstances are occupies much of Bodanis's book, which pays homage to Einstein and, just as important, to predecessors such as Maxwell, Faraday, and Lavoisier, who are not as well known as Einstein today. Balancing writerly energy and scholarly weight, Bodanis offers a primer in modern physics and cosmology, explaining that the universe today is an expression of mass that will, in some vastly distant future, one day slide back to the energy side of the equation, replacing the ""dominion of matter"" with ""a great stillness""--a vision that is at once lovely and profoundly frightening. Without sliding into easy psychobiography, Bodanis explores other circumstances as well; namely, Einstein's background and character, which combined with a sterling intelligence to afford him an idiosyncratic view of the way things work--a view that would change the world. --Gregory McNamee"
2814,4.14,646,"We are all strangers in a strange land, longing for home, but not quite knowing what or where home is. We glimpse it sometimes in our dreams, or as we turn a corner, and suddenly there is a strange, sweet familiarity that vanishes almost as soon as it comes… –Madeleine L’Engle, from The Rock That Is HigherStory captures our hearts and feeds our imaginations. It reminds us who we are and where we came from. Story gives meaning and direction to our lives as we learn to see it as an affirmation of God’s love and truth–an acknowledgment of our longing for a rock in the midst of life’s wilderness.Drawing upon her own experiences, well-known tales in literature, and selected narratives from Scripture, Madeleine L’Engle gently leads the way into the glorious world of story in The Rock That Is Higher. Here she acknowledges universal human longings and considers how literature, Scripture, personal stories, and life experiences all point us toward our true home."
2821,4.02,904,"Skillful, sophisticated translations of two of Nietzsche's essential works about the conflict between the moral and aesthetic approaches to life, the impact of Christianity on human values, the meaning of science, the contrast between the Apollonian and Dionysian spirits, and other themes central to his thinking.The Birth of Tragedy (1872) was Nietzsche's first book, The Geneology of Morals (1887) one of his last. Though they span the career of this controversial genius, both address the problems such as the conflict between the moral versus aesthetic approaches to life, the effect of Christianity on human values, the meaning of science, and the famous dichotomy between the Apollonian and Dionysian spirits, among many themes which Nietzsche struggled throughout his tortured life."
2845,4.01,486752,"Now a major motion picture from Disney, starring Josh Hutcherson and Zooey Deschanel! Discover the beloved Newbery Medal-winning story by bestselling author Katherine Paterson, a modern classic of friendship and loss. Jess Aarons has been practicing all summer so he can be the fastest runner in the fifth grade. And he almost is, until the new girl in school, Leslie Burke, outpaces him. The two become fast friends and spend most days in the woods behind Leslie's house, where they invent an enchanted land called Terabithia. One morning, Leslie goes to Terabithia without Jess and a tragedy occurs. It will take the love of his family and the strength that Leslie has given him for Jess to be able to deal with his grief.In addition to being a Newbery Medal winner, Bridge to Terabithia was also named an ALA Notable Children's Book and has become a touchstone of children's literature, as have many of Katherine Paterson's other novels, including The Great Gilly Hopkins and Jacob Have I Loved."
2875,3.59,23923,
2912,3.72,127,"Thirteen-year-old Nikki Roberts tries to help two children trapped by a forest fire but finds her efforts blocked by poachers who want her to become one of the fire's victims. But after a shocking turn of events, the fire becomes the least of Nikki's problems. Will Nikki's horse, Goblin, and her years of hunting guide experience save her, or will Fire Mountain reign supreme?"
2914,3.0,3,"Revealing portraits of selected local artists and slice-of-life vignettes drawn from the city's pubs and lounges, this text encapsulates the sound and spirit of the blues as it is lived today. The author draws on years of his observations and interviews to paint a full picture of the Chicago blues world."
